University,Page_URL,Keyword_Found,Context
mitsgwalior.in,https://mitsgwalior.in/,Multiple Entry,"Highlights All Academic Examination Admission Events Tender Recruitment एआईसीटीई प्रगति / सक्षम / स्वानाथ / छात्रवृत्ति योजनाओं हेतु पात्र विद्यार्थियों द्वारा आवेदन किये जाने बाबत, Notice No. 142, Dated 23.09.2025 IUMS Portal / MOODLE / Enrolment List में जानकारी सुधार संबंधी सूचना, Notice No. 143, Dated 23.09.2025 India Skills Competition - 2025, Notice No. 99, Dated 18.09.2025 Tender document for Sports Items Order regarding mandatory carrying of ID cards within MITS-DU premises Notice regarding  2nd Phase of Counselling for the multiple Entry Multiple Exit System 2nd Phase of Counselling for Multiple Entry Multiple Exit System, Notice No. 94, Dated 12.09.2025 Notice regarding Ph.D Admission Test (Pre-Qualifying Exam) admission under Visvesvaraya Scheme Tender document for Performance Investigation of modified hybrid active Greenhouse dryer coupled with evacuated tube water collector (Revised Last date 06/10/2025) Date of application to Ph.D Admission under Visvesvaraya Scheme, for Electronics and IT, Phase-II is extended up to 10 September 2025 (Written-cum-interview Date: 15/09/2025) Notice regarding Backlog and Year-Back Registration Process Notice regarding Post Matric Scholarship Challenge Notice June - 2025 Examination (RGPV Affiliated) Notice regarding Student Training under CSIR and Government of Madhya Pradesh Skill Enhancement Scheme Notice regarding Ph.D Admission Test (Pre-Qualifying Exam) admission under Visvesvaraya Scheme Student Club List 2025-26 Revaluation Result June 2025 Examination (RGPV Affiliated) Notice regarding Post Metric Scholarship PhD Course Work January-June Result Notice Invitation for ""Expression of Interest” from the eligible experts/Individual consultants having expertise in the area of Artificial Intelligence Notice regarding Post Matric Scholarship Notice Result Declaration Summer semester July 2025 Hostel allotment provisional list Notice regarding Direct Admission to Second Year of UG & PG Programmes (2025–26) under Multiple Entry and Multiple Exit(MEME) option as per NEP 2020 Guidelines Selected Candidates for Admission to Ph.D. Programme & Counselling Notification Advertisement for Admission to Ph.D. Programme (Academic Year 2025-26) under Visvesvaraya PhD Scheme, for Electronics and IT, Phase-II, Digital India Corporation, MietY, GoI Advertisement for Post Doctoral Fellowship (PDF) (2025-26) under Visvesvaraya Scheme, for Electronics and IT, Digital India Corporation, MietY, GoI B.Tech and M.Tech Admissions 2025 Interview Schedule for Admission to Ph.D. under Visvesvaraya Scheme Interview Schedule for Admission to Ph.D. under MITS-DU List of Candidates Shortlisted for Interview for Ph.D. Admission under MITS-DU List of Candidates Shortlisted for Interview for Ph.D. Admission under Visvesvaraya Scheme Summer Semester July 2025 Examination Hall Notice Interview-cum-Presentation Schedule for Admission to Post Doctoral Fellowship (PDF) under Visvesvaraya Scheme Interview-cum-Presentation Schedule for Admission to Post Doctoral Fellowship (PDF) under MITS-DU Notice regarding Ph.D Admission Test (Pre-Qualifying Exam) under Visvesvaraya Scheme Notice regarding Ph.D Admission Test (Pre-Qualifying Exam) Major Evaluation Summer Semester Timetable July 2025 Notice regarding Academic Fee Submission Notice regarding NEC registration for B.Tech and B.Arch 3rd Semester Students (Jan. - June 2025 Semester) Schedule of Interview for Assistant Engineer & Sports Officer (On purely Contractual Basis) Interview Schedule for the Post of Assistant Professor (Purely on Contractual Basis) Applications are invited in the prescribed proforma for the appointment/engagement of Assistant Professor (on purely contract basis) Notice regarding Branch Change Notice for Answer Book Downloading June 2025 Examination (Except VI Semester) Branch Upgradation Notice || Third Semester || Session: 2025-26 Shortlisted candidates & Schedule of interview against the recruitment notification No. Advt./Faculty/2025/1 dated 28.04.2025 II semester Result Notification for all UG & PG Programmes Notice regarding Medhavi Vidyarthi Yojana Notice regarding Post Doctoral Fellowship (PDF) Admissions-2025 Notice regarding Ph.D Admissions - 2025 Applications are invited for the contractual position of Junior Research Fellow UFM Notice for First year Second Semester Major Evaluation Ph.D. Course Work Major Evaluation Timetable June 2025 Call for Papers || IEEE - iCONECCT - 2025 Applications are invited for the engagement of Assistant Engineer - Civil Engineering & Sports Officer on purely temporary basis(contract position) Important Notice for Institute Level NPTEL Exam June - 2025 Revised NPTEL Institute Level Exam B.Tech. & B.Arch. VI & VIII Semester June 2025 Examination (RGPV Affiliated) dt. 27.05.2025 Research Internship - 2025 (for 3rd year students) || Apply online 𝐂𝐚𝐥𝐥 𝐟𝐨𝐫 𝐏𝐚𝐩𝐞𝐫𝐬 – 𝟕𝐭𝐡 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐭𝐢𝐨𝐧𝐚𝐥 𝐂𝐨𝐧𝐟𝐞𝐫𝐞𝐧𝐜𝐞 𝐨𝐧 𝐒𝐮𝐬𝐭𝐚𝐢𝐧𝐚𝐛𝐥𝐞 𝐚𝐧𝐝 𝐈𝐧𝐧𝐨𝐯𝐚𝐭𝐢𝐯𝐞 𝐒𝐨𝐥𝐮𝐭𝐢𝐨𝐧𝐬 𝐟𝐨𝐫 𝐂𝐮𝐫𝐫𝐞𝐧𝐭 𝐂𝐡𝐚𝐥𝐥𝐞𝐧𝐠𝐞𝐬 𝐢𝐧 𝐄𝐧𝐠𝐢𝐧𝐞𝐞𝐫𝐢𝐧𝐠 & 𝐓𝐞𝐜𝐡𝐧𝐨𝐥𝐨𝐠𝐲 एआईसीटीई प्रगति / सक्षम / स्वानाथ / छात्रवृत्ति योजनाओं हेतु पात्र विद्यार्थियों द्वारा आवेदन किये जाने बाबत, Notice No. 142, Dated 23.09.2025 IUMS Portal / MOODLE / Enrolment List में जानकारी सुधार संबंधी सूचना, Notice No. 143, Dated 23.09.2025 Order regarding mandatory carrying of ID cards within MITS-DU premises Notice regarding Backlog and Year-Back Registration Process Notice regarding Post Matric Scholarship Notice regarding Student Training under CSIR and Government of Madhya Pradesh Skill Enhancement Scheme Student Club List 2025-26 Notice regarding Post Metric Scholarship Notice regarding Post Matric Scholarship Hostel allotment provisional list Notice regarding Academic Fee Submission Notice regarding NEC registration for B.Tech and B.Arch 3rd Semester Students (Jan. - June 2025 Semester) Notice regarding Branch Change Branch Upgradation Notice || Third Semester || Session: 2025-26 Shortlisted candidates & Schedule of interview against the recruitment notification No. Advt./Faculty/2025/1 dated 28.04.2025 Notice regarding Medhavi Vidyarthi Yojana Research Internship - 2025 (for 3rd year students) || Apply online Notice regarding stationery Distribution(for SC/ST Students) Notice regarding Post Matric Scholarship Notice regarding Academic fee submission Notice regarding B.Tech./B.Arch./MBA/MCA I semester (July-Dec. 2024 session) result declaration Notice regarding Post Matric Scholarship Notice regarding Ph.D. Course work स्वर्गीय राजमाता विजयाराजे सिंधिया नारी शक्ति सम्मान एवं स्वर्गीय महाराज माधवराव सिंधिया कुशल प्रशासक सम्मान हेतु नामांकन। Notice regarding AICTE Doctoral Fellowship Notice regarding Post Matric Scholarship Notice regarding Post Matric Scholarship Notice regarding Medhavi Vidyarthi Yojana Notice regarding Skills Internship Program - I (Soft Skills) for 1st Year students (23rd-31st January 2025) Notice regarding Academic fee submission List of courses offered in Open Category and Minor Specialization (Jan-June 2025) Eligibility for Open Category [OC-3] Courses (Jan-June 2025) Notice regarding NEC registration for B.Tech and B.Arch 4th and 6th Semester Students (Jan. - June 2025 Session) Notice regarding OC-1 Registration (for 3rd year students) Notice regarding academic fee submission Notice regarding Post Matric Scholarship Notice regarding submission of original documents(for Lateral entry students) The Summer Internship Program-I (SIP-I) for B.Tech and B.Arch undergraduate students of the 2023-admitted batch (III Semester, II Year) is scheduled to take place from December 9, 2024, to December 19, 2024 Notice regarding Post Matric Scholarship Notice regarding Medhavi Vidyarthi Yojana Notice regarding Novel Engaging Course Registration Process for B.Tech & B.Arch 1st semester students(July-Dec 2024) Revised Schedule of 2024 admitted students Induction programme Ph.D Supervisor(s) Allotment Lists Notice regarding Post Matric Scholarship Internal hackathon will be held on 7th September 2024 at 11 AM in the HPC Lab of Centre for Artificial intelligence List of Eligible Supervisors to Guide Ph.D Scholars at MITS - DU Notice regarding Ph.D six monthly progress review Notice regarding Academic fee submission(for MBA) Circular for online registration for NSS volunteers Faculty Coordinator List (July-Dec 2024) Notice regarding DE/OC registration for VII semester Students Notice regarding Branch Change List of Elective/Honor/Minor/Self study courses offered in V and VII semester through SWAYAM/NPTEL for session July-Dec 2024 Notice regarding No-Dues Procedure for final year students Notice regarding Post Matric Scholarship Notice regarding NEC registration for B.Tech and B.Arch 3rd and 5th Semester Students Notice regarding academic fee submission (Ph.D) Notice regarding stationery Distribution(for SC/ST Students) Notice regarding mukhyamantri jankalyan shiksha protsahan yojana Notice regarding NPCI status for post matric scholarship Challenge Notice June - 2025 Examination (RGPV Affiliated) Revaluation Result June 2025 Examination (RGPV Affiliated) PhD Course Work January-June Result Notice Notice Result Declaration Summer semester July 2025 Summer Semester July 2025 Examination Hall Notice Major Evaluation Summer Semester Timetable July 2025 Notice for Answer Book Downloading June 2025 Examination (Except VI Semester) II semester Result Notification for all UG & PG Programmes UFM Notice for First year Second Semester Major Evaluation Ph.D. Course Work Major Evaluation Timetable June 2025 Important Notice for Institute Level NPTEL Exam June - 2025 Revised NPTEL Institute Level Exam B.Tech. & B.Arch. VI & VIII Semester June 2025 Examination (RGPV Affiliated) dt. 27.05.2025 Revised and Additional Time Table June 2025 Examination (RGPV Affiliated) Dt. 06.05.2025 Revised and Additional Time Table June 2025 Examination (RGPV Affiliated) Dt. 02.05.2025 Revised Time Table June 2025 Examination (RGPV Affiliated) Dt. 01.05.2025 Revised and Additional Time Table June 2025 Examination (RGPV Affiliated) Dt. 29.04.2025 UG & PG Major Evaluation May 2025 II Semester Timetable MITS-DU Additional Time Table June 2025 Examination (RGPV Affiliated) dt. 26.04.2025 Revised Time Table June 2025 Examination (RGPV Affiliated) Dt. 23.04.2025 Additional Time Table For Lateral Entry Student June 2025 Examination (RGPV Affiliated) Dt. 26.04.2025 Revised and Additional Time Table June 2025 Examination (RGPV Affiliated) End Semester Examination Time Table January - June - 2025 (RGPV Affiliated) Notice regarding M.E./M.Tech./MUP I semester result declaration (July-Dec. 2024 session) CGPA Improvement Exam Form Submission Notice June 2025 Examination Notice For Exam Form Submission - April/May 2025 Examination (Only for Students Enrolled Under RGPV) Challenge Notice Dec. 2024 Examination (RGPV Affiliated) Revaluation Result December 2024 Examination (RGPV Affiliated) Notice Regarding Main Degree Notice regarding Ph.D. Course work result declaration Notice for Students dt. 17.02.2025 Revaluation Notice Nov.-Dec. 2024 Examination UFM Notice for Students (Dec. 2024 Examination) (MITS - DU) UFM Notice for Students (Dec. 2024 Examination) Important Notice for Degree fee (Ex Students - Dec. 2024 exam) First Semester Ph.D. Major Evaluation Time Table (July-December 2024 Session) B.E. (CBCS) End Semester Time Table Dec 2024(NFTE student) First Semester PG  Major Evaluation timetable for July-Dec. 2024 session First Semester UG  Major Evaluation timetable for July-Dec. 2024 session Additional Time Table dt. 12.12.2024 (110711, 900215, 2220223, 900203 & 110753) Revised Mode of Exam Dec 2024 (910116,910103 & 910121) Revised Time Table on 05.12.2024 (2110424/110414, 1000001, 1000005 & 100016) Important Notice for Students Regarding ABC ID Additional Time Table Dec. 2024 dt 05.12.2024 (3160122) Additional Time Table Dec. 2024 dt 04.12.2024 Notice for revised Time for Jul-Dec 2024 Examination dated on 04th and 07th December 24 Additional Time Table Notice for subject code 2220122 - Digital Electronics and Logic Design Revised Time Table of I Sem Ex (Electronics Engineering & Architecture) Dec. 2024 Additional Time Table Dec. 2024 MBA Ex Students Additional Time Table Dec. 2024 Chemical Engineering (2019 Batch) Additional Time Table Dec. 2024 dt 25.11.2024 Revised Time Table on 23.11.2024 TIME TABLE FOR CGPA IMOROVEMENT STUDENTS - DECEMBER 2024 EXAMINATION Revised Time-Table Jul-Dec 2024 Examination 22.11.2024 Additional Time-Table Jul-Dec 2024 Examination Revised Time-Table Jul-Dec 2024 Examination Important Notice regarding Exam form CGPA Improvement Notice December 2024 Examination Revised Jul-Dec 2024 Examination Time-Table UG & PG 19.11.2024 TIME TABLE FOR M.B.A. End Semester Examination - December 2024 Jul-Dec 2024 Examination Time Table for MBA All Regular & Ex Notice regarding  2nd Phase of Counselling for the multiple Entry Multiple Exit System 2nd Phase of Counselling for Multiple Entry Multiple Exit System, Notice No. 94, Dated 12.09.2025 Notice regarding Ph.D Admission Test (Pre-Qualifying Exam) admission under Visvesvaraya Scheme Date of application to Ph.D Admission under Visvesvaraya Scheme, for Electronics and IT, Phase-II is extended up to 10 September 2025 (Written-cum-interview Date: 15/09/2025) Notice regarding Ph.D Admission Test (Pre-Qualifying Exam) admission under Visvesvaraya Scheme Notice regarding Direct Admission to Second Year of UG & PG Programmes (2025–26) under Multiple Entry and Multiple Exit(MEME) option as per NEP 2020 Guidelines Selected Candidates for Admission to Ph.D. Programme & Counselling Notification Advertisement for Admission to Ph.D. Programme (Academic Year 2025-26) under Visvesvaraya PhD Scheme, for Electronics and IT, Phase-II, Digital India Corporation, MietY, GoI Advertisement for Post Doctoral Fellowship (PDF) (2025-26) under Visvesvaraya Scheme, for Electronics and IT, Digital India Corporation, MietY, GoI B.Tech and M.Tech Admissions 2025 Interview Schedule for Admission to Ph.D. under Visvesvaraya Scheme Interview Schedule for Admission to Ph.D. under MITS-DU List of Candidates Shortlisted for Interview for Ph.D. Admission under MITS-DU List of Candidates Shortlisted for Interview for Ph.D. Admission under Visvesvaraya Scheme Interview-cum-Presentation Schedule for Admission to Post Doctoral Fellowship (PDF) under Visvesvaraya Scheme Interview-cum-Presentation Schedule for Admission to Post Doctoral Fellowship (PDF) under MITS-DU Notice regarding Ph.D Admission Test (Pre-Qualifying Exam) under Visvesvaraya Scheme Notice regarding Ph.D Admission Test (Pre-Qualifying Exam) Notice regarding Post Doctoral Fellowship (PDF) Admissions-2025 Notice regarding Ph.D Admissions - 2025 Applications are invited for the Post Doctoral Fellowship in the areas of Artificial Intelligence and Internet of Things (IoT) Notice regarding QIP admission Admissions under QIP 2025-26 (Notification) Notice regarding Ph.D. Counselling Shortlisted Candidates for Admission to Ph.D. Programme in Thrust Areas  of Engineering & Technology/ Engineering Sciences Notice regarding Ph.D Admission Entrance Test 2025 Advertisement for admission to Ph.D. Programme (2024-25) in the Thrust Areas The College Level Counselling (CLC) for B.Tech./B.Arch./M.Tech./MCA/MBA/Lateral Entry-B.Tech. will be held as per schedule notified by DTE, Madhya Pradesh, subjected to availability of vacant seats. For online registration & more details visit DTE website AICTE Yashasvi (Young Achievers’ Scholarship and Holistic Academic Skills Venture Initiative) Scheme Guidelines 2024 List of selected candidates for admission to Ph.D. programme in various disciplines Ph.D. and Research Assistant interview will be conducted on 07, 08 & 09 August 2024 Ph.D. and Research Assistant Admission Entrance test will be conducted on 2nd August 2024, at 2.00 PM in the Madhav Institute of Technology & Science, Deemed University, Gwalior Notice regarding AICTE Doctoral Fellowship (ADF) 2024-25 Ph.D admissions:- Applications are invited from the eligible candidates for the admission to Ph.D. Programme QIP Admission 2024-25 B.Arch. Admissions 2023- College Level Councelling(CLC) schedule College Level Councelling: 2023 Admissions College Level Counselling (CLC) of B.Arch. course will be held on 29.08.2023 & 31.08.2023, Interested candidates may report as per above schedule. Admissions-2023 [Bachelor of Technology] Notice regarding QIP Admissions(ME/M.Tech/Ph.D) Notice regarding College Level Counselling (CLC)- Admissions 2022 Notice regarding College Level Counselling (CLC) against few vacant seats in B.Arch. course Post Graduate Course in “URBAN PLANNING” Admissions 2023-24 India Skills Competition - 2025, Notice No. 99, Dated 18.09.2025 Call for Papers || IEEE - iCONECCT - 2025 𝐂𝐚𝐥𝐥 𝐟𝐨𝐫 𝐏𝐚𝐩𝐞𝐫𝐬 – 𝟕𝐭𝐡 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐭𝐢𝐨𝐧𝐚𝐥 𝐂𝐨𝐧𝐟𝐞𝐫𝐞𝐧𝐜𝐞 𝐨𝐧 𝐒𝐮𝐬𝐭𝐚𝐢𝐧𝐚𝐛𝐥𝐞 𝐚𝐧𝐝 𝐈𝐧𝐧𝐨𝐯𝐚𝐭𝐢𝐯𝐞 𝐒𝐨𝐥𝐮𝐭𝐢𝐨𝐧𝐬 𝐟𝐨𝐫 𝐂𝐮𝐫𝐫𝐞𝐧𝐭 𝐂𝐡𝐚𝐥𝐥𝐞𝐧𝐠𝐞𝐬 𝐢𝐧 𝐄𝐧𝐠𝐢𝐧𝐞𝐞𝐫𝐢𝐧𝐠 & 𝐓𝐞𝐜𝐡𝐧𝐨𝐥𝐨𝐠𝐲 Call For Paper || 3rd International Student Conference on Multidisciplinary and Current Technical Research (ISCMCTR - 2025) 6th International Conference on Sustainable and Innovative Solutions for Current Challenges in Engineering & Technology (ICSISCET 2024), October 26-27, 2024 STARTUPNEST 2.0 We cordially invite students & their parents and Alumni of the Institute on the occasion of “Inauguration of Academic Block “ & “Celebration of Deemed to be University Status” on 10 march 2024( 3:00 PM onwards) Deadline for paper submissions has been extended for the 2nd International Student Conference on Multidisciplinary and Current Technical Research (ISCMCTR 2024) Technical Schedule for 39th M.P. Young Scientist Congress 2024 2nd International Student Conference on Multidisciplinary and Current Technical Research (ISCMCTR - 2024) Extended Date (20.01.2024) for Paper Submission in MITS Journal Youth Day Event organized by the ISTE Students Chapter & Holistic Health Club Call for Papers - MITS Journal (Last Date for Paper Submission: 30.12.2023) 5th International Conference on Sustainable and Innovative Solutions for Current Challenges in Engineering & Technology (ICSISCET 2023), October 20-21, 2023 International Student Conference on Multidisciplinary and Current Technical Research (ISCMCTR-2023), May 20-21, 2023 Model and Poster Presentation Competition on March 02, 2023 Two-Days Awareness Programme on ‘Innovative Construction Technologies & Thermal Comfort in Affordable Housings’ will be held on 12th & 13th Jan. 2023 Celebrating ""National Youth Day"" on January 12, 2023 Tender document for Sports Items Tender document for Performance Investigation of modified hybrid active Greenhouse dryer coupled with evacuated tube water collector (Revised Last date 06/10/2025) Tender document for Laying of underground cables & associated Electrical Work(2nd call)- tender submission date is extended till 20/02/2025 2PM Expression of Interest (EOI) for Empanelment of Vendors to provide operational catering services in Mess of Hostels (Boys/Girls) Tender document for the procurement of cleaning items Tender document for Procurement of Stationery & Printing Items Tender document for Supply of Equipments etc. for Maintenance of Cricket & Football Ground The MITS campus Tender document for fire safety system installation in the academic and residential buildings (2nd call) Tender documents for Routine Construction and Civil maintenance work(2nd call) Invitation for ""Expression of Interest” from the eligible experts/Individual consultants having expertise in the area of Artificial Intelligence Schedule of Interview for Assistant Engineer & Sports Officer (On purely Contractual Basis) Interview Schedule for the Post of Assistant Professor (Purely on Contractual Basis) Applications are invited in the prescribed proforma for the appointment/engagement of Assistant Professor (on purely contract basis) Applications are invited for the contractual position of Junior Research Fellow Applications are invited for the engagement of Assistant Engineer - Civil Engineering & Sports Officer on purely temporary basis(contract position) Applications are invited for the regular position of Professor/Associate Professor/Assistant Professor and Contractual engagement of Professor of Practice & Student Counsellor Shortlisted Candidates & Schedule of interview(Phase-II) for the position of Assistant Professor against the recruitment notification No. Advt./HR/2024/1 dated 28.10.2024 Shortlisted candidates for the personal interview(Recruitment notification No. Advt./HR/2024/1 dated 28.10.2024) Schedule of  interview for the position of Assistant Professor against the recruitment notification No. Advt./HR/2024/1 dated 28.10.2024 Applications are invited for regular position of Assistant Professor (Ref. No.: Advt./HR/2024/1) Notice regarding walk-in interview for the post of Assistant Professor (On Purely Contract Basis) in Architecture and Computer Science & Engineering Discipline Schedule of Interview for contract faculty recruitment as per Notification No. Advt. (Cont.)/HR /2024/01 dated 20.06.2024 Applications are invited from the eligible candidates for the engagement of Ombudsperson (Part time) as per UGC (Redressal of Grievances of Students) Regulations-2023 Applications are invited for Research Assistantship/Research Associates (RA) Applications are invited in prescribed proforma for the appointment/engagement of Assistant Professor (on purely contract basis) Shortlisted candidates for personal Interview against the recruitment notification No. Advt./HR/2023/1 dated 05.09.2023 and Advt./HR/2023/2 dated 05/10/2023 (Phase-III  25.02.2024-28.02.2024) Shortlisted candidates for personal Interview against the recruitment notification No. Advt./HR/2023/1 dated 05.09.2023 and Advt./HR/2023/2 dated 05/10/2023 (Phase-II 09.02.2024 to 12.02.2024) Revised Schedule of personal interview for the recruitment of Associate Professor in AIML (Artificial Intelligence and Machine Learning) against Advt./HR/2023/1 dated 05.09.2023 Shortlisted candidates for personal Interview against the recruitment notification No. Advt./HR/2023/1 dated 05.09.2023 and Advt./HR/2023/2 dated 05/10/2023 (Phase-I  28.01.2024 to 31.01.2024). ) Revised schedule of Interview against the recruitment notification No. Advt./HR/2023/1 dated 05.09.2023 and Advt./HR/2023/2 dated 05/10/2023 Oniine applications are invited for the engagement of Research Assistants for Full time Ph.D. Fellowship under Research Assistantship scheme of Institute The interview for the Faculty & TPO post against the recruitment notification No. Advt./HR/2023/1 dated 05.09.2023 and Advt./HR/2023/2 dated 05/10/2023 will be conducted from 28.01.2024 onwards Notification for Empanelment of off-campus faculty Applications are invited in prescribed proforma for the regular position of Assistant Professor/Associate Professor (Advt./HR/2023/2) The personal interview cum presentation for the candidates applied against the Notification No.Advt\HR\2023 dated 31.08.2023 for Research Associate is scheduled to be held on 03.10.2023 from 11:30 A.M. onwards Applications are invited in prescribed proforma for the regular position of Assistant Professor/Associate Professor and Training & Placement Officer (Advt./HR/2023/1) Recruitment of Research Associate under Ministry of Textiles, Govt. of India, sponsored research project"
mitsgwalior.in,https://mitsgwalior.in/,Multiple Entry,Notice regarding  2nd Phase of Counselling for the multiple Entry Multiple Exit System
mitsgwalior.in,https://mitsgwalior.in/,Multiple Entry,"2nd Phase of Counselling for Multiple Entry Multiple Exit System, Notice No. 94, Dated 12.09.2025"
mitsgwalior.in,https://mitsgwalior.in/,Multiple Entry,Notice regarding Direct Admission to Second Year of UG & PG Programmes (2025–26) under Multiple Entry and Multiple Exit(MEME) option as per NEP 2020 Guidelines
mitsgwalior.in,https://mitsgwalior.in/,Multiple Entry,Notice regarding  2nd Phase of Counselling for the multiple Entry Multiple Exit System
mitsgwalior.in,https://mitsgwalior.in/,Multiple Entry,"2nd Phase of Counselling for Multiple Entry Multiple Exit System, Notice No. 94, Dated 12.09.2025"
mitsgwalior.in,https://mitsgwalior.in/,Multiple Entry,Notice regarding Direct Admission to Second Year of UG & PG Programmes (2025–26) under Multiple Entry and Multiple Exit(MEME) option as per NEP 2020 Guidelines
mitsgwalior.in,https://mitsgwalior.in/,Multiple Entry,Notice regarding Direct Admission  to Second Year of UG & PG Programmes (2025–26) under Multiple Entry and Multiple Exit(MEME) option as per NEP 2020 Guidelines
mssu.ac.in,https://mssu.ac.in/vice-chancellors-message/,Multiple Entry,"I am honoured and privileged to lead Maharashtra State Skills University as its Founding Vice Chancellor. The university stand on the Principles of making Education the pathway to make students confident by imparting appropriate skills and knowledge that is the need of the industry and Society at large. It is envisaged that the University shall nurture talent who can contribute responsibly to the future Society. While Skills and Knowledge imparting remains the core focus for the University the educational Goal is to create persons of high moral and ethics. As stated by Swami Vivekananda “We want the education by which character is formed, strength of mind is increased, the intellect is expanded, and by which one can stand on one’s own feet” MSSU shall strive to create empowered youth who shall be provided hands on skilling, foundation skilling, upskilling , reskilling and building future skills acumen at all levels with multiple entry and exit options."
mdu.ac.in,https://mdu.ac.in/default.aspx,Multiple Entry,MDU-Regulations for admission under 'Multiple Entry Multiple Exit' (MEME) Scheme of NEP-2020.
www.mangalayatan.in,https://www.mangalayatan.in/btech-admission/btech-ai-and-ml-admission/,4-year degree,"Mangalayatan University, Aligarh, is one of the best private colleges offering B.Tech admission in AI and ML. B.Tech in AI & ML is a 4-year degree program primarily focusing on technological learning of computer science programming and alphanumeric coding. This four-year undergraduate program equips students with the theoretical knowledge and practical skills necessary to innovate and excel in the rapidly evolving field of artificial intelligence and machine learning."
mlcuniv.in,https://mlcuniv.in/academic-bank-of-credits-abc/,Multiple Entry,"Allows multiple entry, multiple exit for students"
rmpssu.ac.in,https://rmpssu.ac.in/,FYUP,Curricular & Credit Framework for Four Year Undergraduate Programme (FYUP) एन०ई०पी० यू०जी० एवं पी०जी० अध्यादेश  के सम्बन्ध में | Dated: 24-Jul-2025
rmpssu.ac.in,https://rmpssu.ac.in/,FYUP,Curricular & Credit Framework for Four Year Undergraduate Programme (FYUP) एन०ई०पी० यू०जी० एवं पी०जी० अध्यादेश  के सम्बन्ध में | Dated: 24-Jul-2025
rmpssu.ac.in,https://rmpssu.ac.in/,FYUP,Curricular & Credit Framework for Four Year Undergraduate Programme (FYUP) एन०ई०पी० यू०जी० एवं पी०जी० अध्यादेश  के सम्बन्ध में | Dated: 24-Jul-2025
www.rgu.ac.in,https://www.rgu.ac.in/vice-chancellor/,Multiple Entry,"Looking at the potentials of the region, there is a need to boost vocational education on a larger scale. In the past the Government has supported such vocational centres during XII plan period in form of ‘Deen Dayal Upadhyaya Centres’ for Knowledge Acquisition and Up-gradation of Skilled Human Abilities and Livelihood (KAUSHAL)’. These centers are meant to take-up the vocational education to new levels and offer courses beyond traditional education. The courses are designed in a way to have provision of multiple entry and exit at various levels culminating up-to a research degree level. This helps to create skilled manpower for industry requirements at various levels together with supporting to local talent."
www.rgu.ac.in,https://www.rgu.ac.in/courses-offered/,FYUP,BA (Psychology) FYUP Syllabus
